Month,Hight ,Windvane,Temperature,Humidity,Pressure,Wind Speed,Wind Power
10,20,344,25.908,32.837,966.632,7.28,411.9623583
10,80,344,26.152,39.917,965.533,11.231,1512.581134
10,78,344,26.152,39.917,965.533,11.158,1483.277705
10,60,344,26.152,39.917,965.533,10.702,1308.754649
10,40,344,26.152,39.917,965.533,10.052,1084.478228
10,20,344,26.152,39.917,965.533,9.167,822.5173956
10,80,344,27.373,31.616,965.606,3.893,62.99652719
10,78,344,27.373,31.616,965.606,3.914,64.02150241
10,60,344,27.373,31.616,965.606,3.945,65.55478846
10,40,344,27.373,31.616,965.606,3.949,65.75439691
10,20,344,27.373,31.616,965.606,4.008,68.74585793
10,80,344,27.861,43.457,966.852,8.978,772.6845007
10,80,344,27.861,33.936,968.536,5.806,208.9750761
10,80,344,27.861,33.813,968.463,5.825,211.0333955
10,78,344,27.861,43.457,966.852,8.922,758.3157118
10,78,344,27.861,33.936,968.536,5.789,207.1448051
10,78,344,27.861,33.813,968.463,5.818,210.2735023
10,60,344,27.861,43.457,966.852,8.169,582.0631239
10,60,344,27.861,33.936,968.536,5.599,187.4108801
10,60,344,27.861,33.813,968.463,5.69,196.6981145
10,40,344,27.861,43.457,966.852,7.582,465.3875254
10,40,344,27.861,33.936,968.536,5.435,171.4202179
10,40,344,27.861,33.813,968.463,5.513,178.9070172
10,20,344,27.861,43.457,966.852,6.899,350.608009
10,20,344,27.861,33.936,968.536,5.341,162.6788642
10,20,344,27.861,33.813,968.463,5.395,167.6631976
9,80,344,26.03,26.733,966.778,7.714,490.1198605
9,78,344,26.03,26.733,966.778,7.667,481.2156993
9,60,344,26.03,26.733,966.778,7.305,416.2210672
9,40,344,26.03,26.733,966.778,6.879,347.5676328
9,20,344,26.03,26.733,966.778,6.464,288.3815295
9,80,344,26.152,29.541,965.973,7.64,476.1496543
9,78,344,26.152,29.541,965.973,7.613,471.1192902
9,60,344,26.152,29.541,965.973,7.207,399.6933879
9,40,344,26.152,29.541,965.973,6.607,307.9472414
9,20,344,26.152,29.541,965.973,5.854,214.2010286
9,80,344,27.007,32.837,964.508,8.609,681.2735391
9,78,344,27.007,32.837,964.508,8.558,669.2374628
9,60,344,27.007,32.837,964.508,7.929,532.2536535
9,40,344,27.007,32.837,964.508,7.271,410.436364
9,20,344,27.007,32.837,964.508,6.63,311.1744874
9,80,344,27.251,22.583,965.753,10.184,1127.764889
9,78,344,27.251,22.583,965.753,10.125,1108.277441
9,60,344,27.251,22.583,965.753,9.562,933.4898835
9,40,344,27.251,22.583,965.753,8.835,736.3479112
9,20,344,27.251,22.583,965.753,8.151,578.2239512
5,80,344,27.983,19.043,963.702,6.787,333.8081572
5,78,344,27.983,19.043,963.702,6.785,333.5131434
5,60,344,27.983,19.043,963.702,6.627,310.7522697
5,40,344,27.983,19.043,963.702,6.5,293.2266695
5,20,344,27.983,19.043,963.702,6.205,255.0872519
5,80,344,28.105,11.353,968.023,14.066,2000
5,80,344,28.105,25.024,963.849,6.696,320.5602976
5,78,344,28.105,11.353,968.023,13.929,2000
5,78,344,28.105,25.024,963.849,6.722,324.308941
5,60,344,28.105,11.353,968.023,13.027,2000
5,60,344,28.105,25.024,963.849,6.622,310.0494226
5,40,344,28.105,11.353,968.023,11.792,1750.756749
5,40,344,28.105,25.024,963.849,6.321,269.6626317
5,20,344,28.105,11.353,968.023,11.069,1448.066678
5,20,344,28.105,25.024,963.849,6.054,236.9139575
4,80,344,13.701,17.09,968.39,11.221,1508.544357
4,78,344,13.701,17.09,968.39,11.153,1481.284588
4,60,344,13.701,17.09,968.39,10.497,1234.977341
4,40,344,13.701,17.09,968.39,9.856,1022.269685
4,20,344,13.701,17.09,968.39,9.079,799.0564214
4,80,344,19.927,31.982,965.167,5.153,146.0978501
4,78,344,19.927,31.982,965.167,5.11,142.4708771
4,60,344,19.927,31.982,965.167,5.083,140.224444
4,40,344,19.927,31.982,965.167,5.014,134.5911136
4,20,344,19.927,31.982,965.167,4.899,125.5410382
3,80,344,26.03,22.827,967.071,6.904,351.3708634
3,78,344,26.03,22.827,967.071,7,366.2330364
3,60,344,26.03,22.827,967.071,6.967,361.0778345
3,40,344,26.03,22.827,967.071,6.673,317.2683662
3,20,344,26.03,22.827,967.071,5.942,224.0068712
2,80,344,14.8,62.256,971.319,10.854,1365.314961
2,78,344,14.8,62.256,971.319,10.728,1318.316513
2,60,344,14.8,62.256,971.319,10.039,1080.276081
2,40,344,14.8,62.256,971.319,8.982,773.7177315
2,20,344,14.8,62.256,971.319,8.185,585.4899556
2,80,344,15.654,48.584,969.781,8.677,697.5449357
2,80,344,15.654,51.025,970.001,7.679,483.4787609
2,80,344,15.654,53.467,970.514,9.749,989.335536
2,80,344,15.654,54.688,970.514,9.983,1062.298605
2,80,344,15.654,53.955,970.733,9.92,1042.313623
2,78,344,15.654,48.584,969.781,8.546,666.4262006
2,78,344,15.654,51.025,970.001,7.574,463.9159453
2,78,344,15.654,53.467,970.514,9.632,954.1415739
2,78,344,15.654,54.688,970.514,9.874,1027.880829
2,78,344,15.654,53.955,970.733,9.818,1010.491072
2,60,344,15.654,48.584,969.781,7.888,524.0395963
2,60,344,15.654,51.025,970.001,6.882,348.0225642
2,60,344,15.654,53.467,970.514,8.92,757.8058626
2,60,344,15.654,54.688,970.514,9.261,848.0804467
2,60,344,15.654,53.955,970.733,9.19,828.7240296
2,40,344,15.654,48.584,969.781,7.058,375.4121807
2,40,344,15.654,51.025,970.001,6.113,243.9083032
2,40,344,15.654,53.467,970.514,7.883,523.0437023
2,40,344,15.654,54.688,970.514,8.353,622.2871626
2,40,344,15.654,53.955,970.733,8.267,603.2637237
2,20,344,15.654,48.584,969.781,6.327,270.4312658
2,20,344,15.654,51.025,970.001,5.526,180.1756259
2,20,344,15.654,53.467,970.514,7.057,375.2526345
2,20,344,15.654,54.688,970.514,7.521,454.2450084
2,20,344,15.654,53.955,970.733,7.538,457.3322174
2,80,344,15.898,48.828,970.074,6.584,304.7423865
2,80,344,15.898,49.927,970.221,8.2,588.7148012
2,78,344,15.898,48.828,970.074,6.517,295.5333935
2,78,344,15.898,49.927,970.221,8.131,573.9780452
2,60,344,15.898,48.828,970.074,6.333,271.2013592
2,60,344,15.898,49.927,970.221,7.736,494.3252343
2,40,344,15.898,48.828,970.074,6.174,251.2830953
2,40,344,15.898,49.927,970.221,7.489,448.4715415
2,20,344,15.898,48.828,970.074,6.054,236.9139575
2,20,344,15.898,49.927,970.221,7.118,385.0679285
2,80,344,16.021,50.537,970.221,9.719,980.2303476
2,78,344,16.021,50.537,970.221,9.586,940.5365378
2,60,344,16.021,50.537,970.221,8.678,697.7861338
2,40,344,16.021,50.537,970.221,7.743,495.6683348
2,20,344,16.021,50.537,970.221,7.07,377.3302636
2,80,344,16.631,41.382,976.813,8.252,599.9859155
2,78,344,16.631,41.382,976.813,8.196,587.8536875
2,60,344,16.631,41.382,976.813,7.633,474.8420648
2,40,344,16.631,41.382,976.813,7.214,400.8591595
2,20,344,16.631,41.382,976.813,6.857,344.2435772
1,80,344,13.701,60.059,968.536,8.467,648.115006
1,78,344,13.701,60.059,968.536,8.411,635.3401432
1,60,344,13.701,60.059,968.536,8.123,572.2855198
1,40,344,13.701,60.059,968.536,7.657,479.335218
1,20,344,13.701,60.059,968.536,6.979,362.9468175
1,80,344,13.945,54.321,974.249,3.446,43.69273361
1,78,344,13.945,54.321,974.249,3.418,42.63630623
1,60,344,13.945,54.321,974.249,3.406,42.18881514
1,40,344,13.945,54.321,974.249,3.413,42.44946904
1,20,344,13.945,54.321,974.249,3.327,39.32075066
1,80,344,14.067,54.321,972.857,5.921,221.6402242
1,78,344,14.067,54.321,972.857,5.909,220.295369
1,60,344,14.067,54.321,972.857,5.651,192.6811899
1,40,344,14.067,54.321,972.857,5.552,182.7308061
1,20,344,14.067,54.321,972.857,5.685,196.1800337
1,80,344,14.189,53.345,974.029,5.304,159.3213376
1,78,344,14.189,53.345,974.029,5.298,158.7812657
1,60,344,14.189,53.345,974.029,5.21,150.999868
1,40,344,14.189,53.345,974.029,4.982,132.030591
1,20,344,14.189,53.345,974.029,4.608,104.4722165
1,80,344,15.288,62.622,971.686,10.534,1248.082632
1,80,344,15.288,48.096,976.593,8.805,728.8723552
1,78,344,15.288,62.622,971.686,10.411,1204.871515
1,78,344,15.288,48.096,976.593,8.765,718.9838892
1,60,344,15.288,62.622,971.686,9.39,884.0160997
1,60,344,15.288,48.096,976.593,8.264,602.6072095
1,40,344,15.288,62.622,971.686,8.431,639.8831374
1,40,344,15.288,48.096,976.593,7.501,450.630823
1,20,344,15.288,62.622,971.686,7.792,505.1382197
1,20,344,15.288,48.096,976.593,6.94,356.8961056
1,80,344,15.41,62.5,971.612,10.103,1101.0688
1,80,344,15.41,53.101,970.147,11.512,1628.979956
1,78,344,15.41,62.5,971.612,9.981,1061.660268
1,78,344,15.41,53.101,970.147,11.429,1593.999188
1,60,344,15.41,62.5,971.612,9.182,826.5616719
1,60,344,15.41,53.101,970.147,10.788,1340.559859
1,40,344,15.41,62.5,971.612,8.605,680.3243598
1,40,344,15.41,53.101,970.147,9.87,1026.632139
1,20,344,15.41,62.5,971.612,8.046,556.1647791
1,20,344,15.41,53.101,970.147,9.035,787.4951148
1,80,344,16.021,61.157,972.198,6.598,306.6905054
1,78,344,16.021,61.157,972.198,6.627,310.7522697
1,60,344,16.021,61.157,972.198,6.593,305.9937985
1,40,344,16.021,61.157,972.198,6.458,287.5792321
1,20,344,16.021,61.157,972.198,6.313,268.6400537
1,80,344,16.143,54.443,972.418,3.499,45.73990151
1,78,344,16.143,54.443,972.418,3.513,46.29113689
1,60,344,16.143,54.443,972.418,3.72,54.96575747
1,40,344,16.143,54.443,972.418,4.049,70.87722864
1,20,344,16.143,54.443,972.418,4.345,87.58560616
1,80,344,17.485,44.678,972.418,4.319,86.02268814
1,78,344,17.485,44.678,972.418,4.317,85.90323985
1,60,344,17.485,44.678,972.418,4.432,92.95283774
1,40,344,17.485,44.678,972.418,4.918,127.007384
1,20,344,17.485,44.678,972.418,5.375,165.8054507
1,80,344,18.096,42.358,971.979,4.796,117.7879656
1,78,344,18.096,42.358,971.979,4.851,121.8869533
1,60,344,18.096,42.358,971.979,5.058,138.1655826
1,40,344,18.096,42.358,971.979,5.32,160.7675134
1,20,344,18.096,42.358,971.979,5.592,186.7088422
1,80,344,20.171,19.165,970.221,2.467,16.0313777
1,78,344,20.171,19.165,970.221,2.422,15.17000815
1,60,344,20.171,19.165,970.221,2.447,15.64463033
1,40,344,20.171,19.165,970.221,2.475,16.18784389
1,20,344,20.171,19.165,970.221,2.423,15.18880617
12,80,343,14.312,59.448,972.271,5.246,154.1516779
12,80,343,14.312,59.57,972.345,4.845,121.4352418
12,80,343,14.312,60.181,972.418,4.598,103.7935338
12,78,343,14.312,59.448,972.271,5.267,156.010329
12,78,343,14.312,59.57,972.345,4.866,123.0211299
12,78,343,14.312,60.181,972.418,4.624,105.5642518
12,60,343,14.312,59.448,972.271,5.35,163.5026303
12,60,343,14.312,59.57,972.345,4.973,131.3163417
12,60,343,14.312,60.181,972.418,4.703,111.067842
12,40,343,14.312,59.448,972.271,5.489,176.5806414
12,40,343,14.312,59.57,972.345,5.097,141.3862899
12,40,343,14.312,60.181,972.418,4.83,120.3108486
12,20,343,14.312,59.448,972.271,5.595,187.0095005
12,20,343,14.312,59.57,972.345,5.192,149.4402031
12,20,343,14.312,60.181,972.418,4.914,126.6977359
12,80,343,15.532,55.298,970.807,3.159,33.65985768
12,78,343,15.532,55.298,970.807,3.128,32.67861417
12,60,343,15.532,55.298,970.807,2.936,27.02287494
12,40,343,15.532,55.298,970.807,2.867,25.16207639
12,20,343,15.532,55.298,970.807,2.811,23.71624534
12,80,343,17.119,57.129,972.784,4.977,131.633467
12,78,343,17.119,57.129,972.784,4.961,130.3680227
12,60,343,17.119,57.129,972.784,5.012,134.4301195
12,40,343,17.119,57.129,972.784,4.847,121.5856881
12,20,343,17.119,57.129,972.784,4.359,88.43496427
12,80,343,17.241,45.41,972.198,3.766,57.03012778
12,78,343,17.241,45.41,972.198,3.738,55.76751449
12,60,343,17.241,45.41,972.198,3.668,52.69281235
12,40,343,17.241,45.41,972.198,3.528,46.88664169
12,20,343,17.241,45.41,972.198,3.205,35.15179438
12,80,343,17.363,45.776,972.345,3.901,63.38569383
12,78,343,17.363,45.776,972.345,3.875,62.12673326
12,60,343,17.363,45.776,972.345,3.861,61.45578953
12,40,343,17.363,45.776,972.345,3.753,56.44157067
12,20,343,17.363,45.776,972.345,3.498,45.70069588
12,80,343,17.729,52.002,973.517,9.898,1035.394243
12,78,343,17.729,52.002,973.517,9.862,1024.137791
12,60,343,17.729,52.002,973.517,9.522,921.8238262
12,40,343,17.729,52.002,973.517,8.624,684.840824
12,20,343,17.729,52.002,973.517,7.531,456.0593253
12,80,343,17.852,52.49,973.517,9.538,926.4785138
12,78,343,17.852,52.49,973.517,9.53,924.1492163
12,60,343,17.852,52.49,973.517,9.292,856.6255053
12,40,343,17.852,52.49,973.517,8.597,678.4286469
12,20,343,17.852,52.49,973.517,7.678,483.289902
12,80,343,18.584,35.156,971.393,0.775,0.497013866
12,78,343,18.584,35.156,971.393,0.779,0.504749353
12,60,343,18.584,35.156,971.393,1.111,1.464217437
12,40,343,18.584,35.156,971.393,1.351,2.632870174
12,20,343,18.584,35.156,971.393,1.469,3.384767053
12,80,343,18.828,37.476,970.733,7.542,458.0606466
12,78,343,18.828,37.476,970.733,7.523,454.6074861
12,60,343,18.828,37.476,970.733,7.129,386.8559152
12,40,343,18.828,37.476,970.733,6.737,326.4848548
12,20,343,18.828,37.476,970.733,6.457,287.4456607
12,80,343,19.072,37.842,968.756,3.644,51.66524611
12,78,343,19.072,37.842,968.756,3.65,51.92087359
12,60,343,19.072,37.842,968.756,3.864,61.59915446
12,40,343,19.072,37.842,968.756,4.088,72.94508909
12,20,343,19.072,37.842,968.756,4.223,80.41306982
11,80,343,18.706,56.274,970.514,5.234,153.0962498
11,78,343,18.706,56.274,970.514,5.042,136.858546
11,60,343,18.706,56.274,970.514,4.26,82.54527048
11,40,343,18.706,56.274,970.514,4.017,69.21000695
11,20,343,18.706,56.274,970.514,3.859,61.3603366
11,80,343,19.072,52.612,969.708,4.752,114.575746
11,78,343,19.072,52.612,969.708,4.764,115.4459378
11,60,343,19.072,52.612,969.708,4.698,110.7139728
11,40,343,19.072,52.612,969.708,4.71,111.5645246
11,20,343,19.072,52.612,969.708,4.667,108.5367468
11,80,343,19.927,52.368,965.826,9.661,962.7857283
11,78,343,19.927,52.368,965.826,9.635,955.0333876
11,60,343,19.927,52.368,965.826,9.283,854.138797
11,40,343,19.927,52.368,965.826,8.948,764.9645753
11,20,343,19.927,52.368,965.826,8.354,622.5106853
11,80,343,20.049,50.049,965.826,10.316,1172.188343
11,78,343,20.049,50.049,965.826,10.257,1152.190962
11,60,343,20.049,50.049,965.826,9.76,992.6881798
11,40,343,20.049,50.049,965.826,9.143,816.074029
11,20,343,20.049,50.049,965.826,8.415,636.2470161
11,80,343,21.147,42.358,969.708,12.226,1951.266426
11,78,343,21.147,42.358,969.708,12.086,1884.999188
11,60,343,21.147,42.358,969.708,11.375,1571.511682
11,40,343,21.147,42.358,969.708,10.343,1181.416336
11,20,343,21.147,42.358,969.708,9.15,817.9498552
11,80,343,22.002,27.1,969.342,6.388,278.3287826
11,78,343,22.002,27.1,969.342,6.329,270.6878014
11,60,343,22.002,27.1,969.342,5.949,224.7994811
11,40,343,22.002,27.1,969.342,5.697,197.4249588
11,20,343,22.002,27.1,969.342,5.607,188.2153614
11,80,343,22.124,51.392,969.269,8.002,547.0903303
11,78,343,22.124,51.392,969.269,7.999,546.4752381
11,60,343,22.124,51.392,969.269,7.809,508.451656
11,40,343,22.124,51.392,969.269,7.628,473.9095394
11,20,343,22.124,51.392,969.269,7.311,417.2475059
11,80,343,22.246,61.279,971.393,6.811,337.3619035
11,80,343,22.246,29.785,969.342,5.713,199.0930363
11,78,343,22.246,61.279,971.393,6.773,331.7467099
11,78,343,22.246,29.785,969.342,5.662,193.8085769
11,60,343,22.246,61.279,971.393,6.745,327.6493115
11,60,343,22.246,29.785,969.342,5.23,152.745514
11,40,343,22.246,61.279,971.393,6.654,314.5660053
11,40,343,22.246,29.785,969.342,5.099,141.5527899
11,20,343,22.246,61.279,971.393,6.476,289.9905982
11,20,343,22.246,29.785,969.342,4.838,120.9096572
11,80,343,22.368,29.053,969.195,6.202,254.7174412
11,78,343,22.368,29.053,969.195,6.106,243.0713637
11,60,343,22.368,29.053,969.195,5.597,187.2101186
11,40,343,22.368,29.053,969.195,5.063,138.5757315
11,20,343,22.368,29.053,969.195,4.413,91.76248794
11,80,343,22.612,42.236,968.023,5.434,171.3256152
11,78,343,22.612,42.236,968.023,5.435,171.4202179
11,60,343,22.612,42.236,968.023,5.496,177.2570714
11,40,343,22.612,42.236,968.023,5.405,168.5972523
11,20,343,22.612,42.236,968.023,5.026,135.5597785
11,80,343,22.856,40.894,969.635,2.775,22.81667519
11,78,343,22.856,40.894,969.635,2.759,22.42427956
11,60,343,22.856,40.894,969.635,2.726,21.62922469
11,40,343,22.856,40.894,969.635,2.786,23.0890856
11,20,343,22.856,40.894,969.635,2.724,21.58165309
11,80,343,23.223,36.255,968.536,9.602,945.2539537
11,78,343,23.223,36.255,968.536,9.444,899.3553715
11,60,343,23.223,36.255,968.536,8.512,658.5037348
11,40,343,23.223,36.255,968.536,7.613,471.1192902
11,20,343,23.223,36.255,968.536,6.742,327.2123163
11,80,343,23.345,51.514,967.877,10.389,1197.249423
11,78,343,23.345,51.514,967.877,10.316,1172.188343
11,60,343,23.345,51.514,967.877,9.544,928.2280531
11,40,343,23.345,51.514,967.877,8.695,701.8950129
11,20,343,23.345,51.514,967.877,7.878,522.0490708
11,80,343,23.467,43.335,968.902,4.845,121.4352418
11,78,343,23.467,43.335,968.902,4.79,117.3464452
11,60,343,23.467,43.335,968.902,4.498,97.16766152
11,40,343,23.467,43.335,968.902,4.252,82.08109948
11,20,343,23.467,43.335,968.902,4.003,68.48889636
11,80,343,23.589,31.25,968.39,9.822,1011.726643
11,80,343,23.589,56.763,969.854,6.53,297.3054986
11,78,343,23.589,31.25,968.39,9.703,975.3971713
11,78,343,23.589,56.763,969.854,6.5,293.2266695
11,60,343,23.589,31.25,968.39,8.695,701.8950129
11,60,343,23.589,56.763,969.854,6.218,256.6939014
11,40,343,23.589,31.25,968.39,8.103,568.0687701
11,40,343,23.589,56.763,969.854,5.924,221.9772911
11,20,343,23.589,31.25,968.39,7.524,454.7887973
11,20,343,23.589,56.763,969.854,5.776,205.7524197
11,80,343,23.711,45.166,967.364,4.123,74.83476549
11,80,343,23.711,51.758,967.804,4.074,72.19821687
11,78,343,23.711,45.166,967.364,4.143,75.92909045
11,78,343,23.711,51.758,967.804,4.021,69.41696422
11,60,343,23.711,45.166,967.364,4.331,86.74170388
11,60,343,23.711,51.758,967.804,3.756,56.57703038
11,40,343,23.711,45.166,967.364,4.573,102.1097004
11,40,343,23.711,51.758,967.804,3.425,42.89879814
11,20,343,23.711,45.166,967.364,4.623,105.4957777
11,20,343,23.711,51.758,967.804,3.122,32.49092636
11,80,343,23.833,37.476,965.387,7.919,530.2423683
11,78,343,23.833,37.476,965.387,7.886,523.6410872
11,60,343,23.833,37.476,965.387,7.861,518.6767566
11,40,343,23.833,37.476,965.387,7.802,507.0855507
11,20,343,23.833,37.476,965.387,7.643,476.7107839
11,80,343,25.054,42.236,970.074,1.658,4.866502785
11,78,343,25.054,42.236,970.074,1.668,4.95508988
11,60,343,25.054,42.236,970.074,0.966,0.962486788
11,40,343,25.054,42.236,970.074,0.583,0.211577296
11,20,343,25.054,42.236,970.074,0.585,0.213762242
10,80,343,21.27,60.303,966.119,6.444,285.7129944
10,78,343,21.27,60.303,966.119,6.434,284.3849225
10,60,343,21.27,60.303,966.119,6.299,266.8567685
10,40,343,21.27,60.303,966.119,6.284,264.9548824
10,20,343,21.27,60.303,966.119,5.949,224.7994811
10,80,343,21.392,60.181,966.046,7.168,393.2397285
10,78,343,21.392,60.181,966.046,7.147,389.7936357
10,60,343,21.392,60.181,966.046,6.967,361.0778345
10,40,343,21.392,60.181,966.046,6.776,332.1877321
10,20,343,21.392,60.181,966.046,6.481,290.6628061
10,80,343,21.636,51.147,966.485,6.713,323.008045
10,78,343,21.636,51.147,966.485,6.722,324.308941
10,60,343,21.636,51.147,966.485,6.926,354.7405698
10,40,343,21.636,51.147,966.485,7.014,368.4348323
10,20,343,21.636,51.147,966.485,6.994,365.2921013
10,80,343,21.758,53.589,965.68,7.07,377.3302636
10,78,343,21.758,53.589,965.68,7.044,373.1826459
10,60,343,21.758,53.589,965.68,6.767,330.865837
10,40,343,21.758,53.589,965.68,6.433,284.2523422
10,20,343,21.758,53.589,965.68,6.281,264.5755928
10,80,343,22.612,50.171,966.266,4.356,88.25249879
10,80,343,22.612,50.049,966.119,4.561,101.3079703
10,80,343,22.612,49.194,966.046,4.879,124.0097557
10,78,343,22.612,50.171,966.266,4.329,86.62159076
10,78,343,22.612,50.049,966.119,4.529,99.190564
10,78,343,22.612,49.194,966.046,4.866,123.0211299
10,60,343,22.612,50.171,966.266,4.251,82.02320075
10,60,343,22.612,50.049,966.119,4.419,92.1372832
10,60,343,22.612,49.194,966.046,4.818,119.4163478
10,40,343,22.612,50.171,966.266,4.265,82.83626412
10,40,343,22.612,50.049,966.119,4.468,95.23638258
10,40,343,22.612,49.194,966.046,4.781,116.6862354
10,20,343,22.612,50.171,966.266,4.286,84.06590598
10,20,343,22.612,50.049,966.119,4.445,93.77319073
10,20,343,22.612,49.194,966.046,4.826,120.0121871
10,80,343,22.734,49.072,966.046,4.808,118.6743262
10,78,343,22.734,49.072,966.046,4.778,116.4667171
10,60,343,22.734,49.072,966.046,4.657,107.8405543
10,40,343,22.734,49.072,966.046,4.698,110.7139728
10,20,343,22.734,49.072,966.046,4.709,111.4934794
10,80,343,22.856,55.176,967.804,8.01,548.732832
10,78,343,22.856,55.176,967.804,7.967,539.9429179
10,60,343,22.856,55.176,967.804,7.609,470.377078
10,40,343,22.856,55.176,967.804,7.121,385.5550137
10,20,343,22.856,55.176,967.804,6.662,315.7019633
10,80,343,25.176,42.358,968.316,5.901,219.4018279
10,78,343,25.176,42.358,968.316,5.882,217.2893587
10,60,343,25.176,42.358,968.316,5.763,204.3662878
10,40,343,25.176,42.358,968.316,5.418,169.816701
10,20,343,25.176,42.358,968.316,5.187,149.008877
10,80,343,25.42,36.133,966.559,10.548,1253.065466
10,80,343,25.42,40.039,968.243,8.956,767.0181704
10,78,343,25.42,36.133,966.559,10.504,1237.449649
10,78,343,25.42,40.039,968.243,8.919,757.5510237
10,60,343,25.42,36.133,966.559,9.858,1022.892134
10,60,343,25.42,40.039,968.243,8.441,642.1627332
10,40,343,25.42,36.133,966.559,9.124,810.9969622
10,40,343,25.42,40.039,968.243,8.086,564.500861
10,20,343,25.42,36.133,966.559,8.339,619.1634609
10,20,343,25.42,40.039,968.243,7.595,467.7854746
10,80,343,25.542,37.354,966.485,9.323,865.2277707
10,80,343,25.542,47.241,967.73,8.044,555.7501434
10,80,343,25.542,41.748,968.023,7.628,473.9095394
10,78,343,25.542,37.354,966.485,9.254,846.158815
10,78,343,25.542,47.241,967.73,8.023,551.4089034
10,78,343,25.542,41.748,968.023,7.615,471.4906889
10,60,343,25.542,37.354,966.485,8.852,740.6066604
10,60,343,25.542,47.241,967.73,7.601,468.894993
10,60,343,25.542,41.748,968.023,7.09,380.5415679
10,40,343,25.542,37.354,966.485,8.294,609.1938225
10,40,343,25.542,47.241,967.73,7.173,394.0632095
10,40,343,25.542,41.748,968.023,6.688,319.4127081
10,20,343,25.542,37.354,966.485,7.736,494.3252343
10,20,343,25.542,47.241,967.73,6.52,295.941714
10,20,343,25.542,41.748,968.023,6.254,261.1782625
10,80,343,25.664,38.94,968.39,7.168,393.2397285
10,78,343,25.664,38.94,968.39,7.12,385.3926063
10,60,343,25.664,38.94,968.39,6.573,303.2175222
10,40,343,25.664,38.94,968.39,6.064,238.0899016
10,20,343,25.664,38.94,968.39,5.732,201.0860498
10,80,343,25.786,39.307,968.243,7.371,427.6048587
10,80,343,25.786,39.673,968.17,7.557,460.7991447
10,80,343,25.786,45.776,967.73,8.364,624.7488568
10,78,343,25.786,39.307,968.243,7.33,420.5090254
10,78,343,25.786,39.673,968.17,7.513,452.7970244
10,78,343,25.786,45.776,967.73,8.333,617.827938
10,60,343,25.786,39.307,968.243,6.708,322.2868305
10,60,343,25.786,39.673,968.17,7.195,397.7001845
10,60,343,25.786,45.776,967.73,7.765,499.9053422
10,40,343,25.786,39.307,968.243,6.137,246.7923921
10,40,343,25.786,39.673,968.17,6.82,338.7010333
10,40,343,25.786,45.776,967.73,7.229,403.3648701
10,20,343,25.786,39.307,968.243,5.79,207.2521711
10,20,343,25.786,39.673,968.17,6.479,290.3937984
10,20,343,25.786,45.776,967.73,6.637,312.161149
10,80,343,26.152,43.579,964.801,8.746,714.3183663
10,80,343,26.152,38.574,965.606,11.409,1585.645641
10,78,343,26.152,43.579,964.801,8.726,709.4291405
10,78,343,26.152,38.574,965.606,11.349,1560.760214
10,60,343,26.152,43.579,964.801,8.661,693.6933216
10,60,343,26.152,38.574,965.606,10.665,1295.227262
10,40,343,26.152,43.579,964.801,8.536,664.089505
10,40,343,26.152,38.574,965.606,9.919,1041.998439
10,20,343,26.152,43.579,964.801,8.254,600.4222688
10,20,343,26.152,38.574,965.606,9.174,824.4030788
10,80,343,26.274,28.442,966.632,9.159,820.3658525
10,78,343,26.274,28.442,966.632,9.129,812.3309848
10,60,343,26.274,28.442,966.632,8.61,681.5109717
10,40,343,26.274,28.442,966.632,7.883,523.0437023
10,20,343,26.274,28.442,966.632,7.458,442.9253476
10,80,343,26.519,44.189,969.708,8.729,710.1610976
10,78,343,26.519,44.189,969.708,8.658,692.9727261
10,60,343,26.519,44.189,969.708,7.99,544.6327283
10,40,343,26.519,44.189,969.708,7.222,402.1942431
10,20,343,26.519,44.189,969.708,6.589,305.4371933
10,80,343,26.763,43.701,969.635,8.973,771.3942564
10,78,343,26.763,43.701,969.635,8.9,752.7199342
10,60,343,26.763,43.701,969.635,8.338,618.9407403
10,40,343,26.763,43.701,969.635,7.704,488.2162381
10,20,343,26.763,43.701,969.635,6.982,363.4150688
10,80,343,26.885,33.813,968.097,7.892,524.8372212
10,78,343,26.885,33.813,968.097,7.842,514.9249216
10,60,343,26.885,33.813,968.097,7.369,427.2568824
10,40,343,26.885,33.813,968.097,6.776,332.1877321
10,20,343,26.885,33.813,968.097,6.264,262.4331207
10,80,343,27.007,41.626,969.635,10.174,1124.445984
10,78,343,27.007,41.626,969.635,10.128,1109.262869
10,60,343,27.007,41.626,969.635,9.723,981.4411313
10,40,343,27.007,41.626,969.635,9.212,834.689952
10,20,343,27.007,41.626,969.635,8.615,682.6989627
10,80,343,27.251,34.18,965.533,5.625,190.0338548
10,78,343,27.251,34.18,965.533,5.662,193.8085769
10,60,343,27.251,34.18,965.533,5.934,223.1033151
10,40,343,27.251,34.18,965.533,6.181,252.1387691
10,20,343,27.251,34.18,965.533,6.147,248.0007744
10,80,343,27.373,34.058,965.387,4.603,104.1325065
10,78,343,27.373,34.058,965.387,4.634,106.2506232
10,60,343,27.373,34.058,965.387,4.752,114.575746
10,40,343,27.373,34.058,965.387,4.872,123.4767632
10,20,343,27.373,34.058,965.387,5.212,151.1738309
10,80,343,27.861,43.091,966.705,10.323,1174.576154
10,78,343,27.861,43.091,966.705,10.255,1151.5171
10,60,343,27.861,43.091,966.705,9.728,982.9560123
10,40,343,27.861,43.091,966.705,9.048,790.8992676
