Month,Hour,Hight ,Windvane,Temperature,Humidity,Pressure,Wind Speed
12,17,40,298,14.067,62.988,973.297,4.551
12,17,40,287,14.067,63.965,973.297,4.463
12,17,40,267,14.067,64.331,973.297,4.372
12,17,40,266,14.067,64.575,973.443,4.426
12,18,40,271,14.067,64.453,973.443,4.5
12,18,40,275,14.067,64.575,973.517,4.441
12,18,40,271,14.067,64.331,973.59,4.419
12,18,40,273,14.067,64.697,973.59,4.294
12,19,40,273,14.067,65.186,973.517,4.708
12,19,40,278,14.067,65.552,973.443,4.781
12,19,40,278,14.067,65.552,973.443,4.818
12,19,40,280,14.067,65.796,973.443,4.982
12,19,40,281,14.067,66.04,973.443,5.082
12,19,40,284,14.067,66.284,973.297,4.781
1,7,40,309,14.067,69.946,974.103,4.196
1,15,40,323,14.067,67.871,973.443,6.184
1,7,40,313,14.067,57.617,974.249,6.519
1,15,40,311,14.067,61.768,973.297,6.225
1,7,40,304,14.067,53.833,974.029,5.459
1,15,40,316,14.067,69.58,971.979,5.758
1,8,40,323,14.067,62.744,970.44,11.87
1,8,40,325,14.067,61.646,970.294,12.536
1,16,40,312,14.067,70.923,970.367,10.551
1,16,40,311,14.067,70.19,970.367,10.678
1,16,40,311,14.067,69.824,970.367,11.063
1,15,40,319,14.067,69.092,971.539,9.87
1,15,40,316,14.067,71.045,971.686,9.036
1,8,40,339,14.067,54.81,974.176,6.296
1,17,40,291,14.067,48.828,973.443,5.293
1,17,40,288,14.067,48.584,973.297,5.582
1,18,40,295,14.067,49.438,973.15,5.892
1,20,40,282,14.067,46.875,972.491,5.271
1,20,40,277,14.067,45.898,972.271,5.354
1,21,40,280,14.067,45.654,972.052,5.104
1,21,40,278,14.067,45.532,972.198,4.739
1,21,40,273,14.067,45.288,972.345,4.389
1,22,40,282,14.067,44.678,972.345,4.362
1,22,40,271,14.067,44.8,972.345,4.38
1,22,40,273,14.067,44.8,972.418,5.158
1,2,40,83,14.067,46.387,968.976,1.082
1,2,40,114,14.067,47.241,968.902,1.569
1,10,40,8,14.067,65.43,967.657,7.753
1,12,40,7,14.067,59.448,968.023,3.626
1,10,40,347,14.067,54.565,972.784,7.153
1,11,40,336,14.067,54.077,972.931,5.334
1,11,40,339,14.067,54.932,972.857,6.938
1,11,40,344,14.067,54.321,972.857,6.703
1,11,40,349,14.067,55.054,972.931,6.923
1,11,40,356,14.067,56.763,972.931,6.955
1,12,40,353,14.067,56.519,973.004,7.765
1,9,40,340,14.067,60.913,977.545,6.644
1,9,40,333,14.067,58.96,977.398,7.283
1,15,40,312,14.067,61.157,978.351,7.758
1,16,40,305,14.067,59.326,978.717,6.864
1,16,40,305,14.067,59.57,978.79,6.823
1,17,40,327,14.067,63.721,978.497,7.525
1,17,40,326,14.067,65.308,978.424,8.671
1,17,40,319,14.067,66.04,978.57,8.595
1,18,40,318,14.067,66.65,978.644,8.617
1,18,40,319,14.067,68.359,978.717,8.857
1,20,40,326,14.067,63.232,978.57,9.944
1,20,40,323,14.067,63.721,978.497,9.758
1,21,40,320,14.067,64.819,978.644,9.268
1,22,40,322,14.067,65.308,978.424,7.596
1,7,40,320,14.067,53.711,979.889,6.056
1,20,40,294,14.067,58.228,977.179,7.501
1,20,40,301,14.067,62.622,976.886,7.087
1,20,40,304,14.067,63.599,976.886,6.896
1,7,40,306,14.067,61.401,976.153,5.295
1,3,40,298,14.067,73.12,970.807,4.12
1,21,40,278,14.067,70.19,971.759,6.842
1,6,40,292,14.067,59.937,973.517,7.298
1,22,40,292,14.067,56.885,976.593,7.141
1,16,40,320,14.067,44.434,969.122,4.313
1,16,40,318,14.067,44.678,969.195,4.167
1,16,40,319,14.067,46.509,969.269,4.157
1,17,40,325,14.067,47.729,969.342,3.711
1,17,40,327,14.067,49.072,969.342,3.75
1,17,40,327,14.067,49.438,969.415,3.728
1,18,40,295,14.067,48.096,969.781,4.206
1,19,40,257,14.067,41.504,969.635,3.513
1,19,40,253,14.067,41.26,969.635,3.119
1,19,40,252,14.067,41.138,969.635,2.81
1,20,40,253,14.067,41.138,969.708,3.06
2,6,40,301,14.067,48.828,970.074,8.588
2,6,40,301,14.067,47.607,970.147,10.541
2,7,40,305,14.067,46.875,970.221,9.949
2,17,40,339,14.067,73.975,972.564,5.555
3,12,40,69,14.067,23.193,965.753,3.697
11,0,20,291,14.067,73.608,970.294,8.625
11,1,20,291,14.067,73.608,970.221,8.537
11,1,20,291,14.067,72.754,970.221,7.907
11,1,20,289,14.067,72.754,970.221,7.931
11,2,20,287,14.067,72.754,970.294,7.907
11,2,20,287,14.067,72.754,970.44,8.217
11,2,20,288,14.067,73.12,970.44,8.647
11,2,20,288,14.067,73.975,970.44,8.84
11,5,20,285,14.067,77.759,970.88,8.427
12,22,20,306,14.067,84.595,975.348,7.753
12,0,20,244,14.067,32.837,969.415,7.565
12,0,20,247,14.067,32.227,969.415,6.935
12,7,20,291,14.067,27.832,971.1,6.43
12,7,20,270,14.067,24.292,971.026,5.627
12,7,20,268,14.067,26.001,970.88,5.946
12,16,20,247,14.067,41.992,970.66,6.603
12,6,20,233,14.067,60.425,971.026,9.204
12,22,20,253,14.067,60.669,970.44,7.399
12,22,20,252,14.067,60.669,970.367,7.106
12,7,20,289,14.067,58.594,972.857,4
12,7,20,301,14.067,57.251,972.784,4.325
12,16,20,298,14.067,61.523,972.711,2.811
12,17,20,301,14.067,62.134,973.15,4.528
12,17,20,298,14.067,62.988,973.297,4.733
12,17,20,287,14.067,63.965,973.297,4.552
12,17,20,267,14.067,64.331,973.297,4.538
12,17,20,266,14.067,64.575,973.443,4.545
12,18,20,271,14.067,64.453,973.443,4.696
12,18,20,275,14.067,64.575,973.517,4.677
12,18,20,271,14.067,64.331,973.59,4.635
12,18,20,273,14.067,64.697,973.59,4.489
12,19,20,273,14.067,65.186,973.517,4.936
12,19,20,278,14.067,65.552,973.443,4.999
12,19,20,278,14.067,65.552,973.443,4.914
12,19,20,280,14.067,65.796,973.443,5.094
12,19,20,281,14.067,66.04,973.443,5.248
12,19,20,284,14.067,66.284,973.297,4.97
1,7,20,309,14.067,69.946,974.103,4.118
1,15,20,323,14.067,67.871,973.443,5.214
1,7,20,313,14.067,57.617,974.249,6.376
1,15,20,311,14.067,61.768,973.297,5.778
1,7,20,304,14.067,53.833,974.029,5.265
1,15,20,316,14.067,69.58,971.979,5.292
1,8,20,323,14.067,62.744,970.44,11.679
1,8,20,325,14.067,61.646,970.294,12.309
1,16,20,312,14.067,70.923,970.367,9.812
1,16,20,311,14.067,70.19,970.367,9.873
1,16,20,311,14.067,69.824,970.367,10.051
1,15,20,319,14.067,69.092,971.539,8.94
1,15,20,316,14.067,71.045,971.686,8.212
1,8,20,339,14.067,54.81,974.176,6
1,17,20,291,14.067,48.828,973.443,5.077
1,17,20,288,14.067,48.584,973.297,5.321
1,18,20,295,14.067,49.438,973.15,5.463
1,20,20,282,14.067,46.875,972.491,5.221
1,20,20,277,14.067,45.898,972.271,5.282
1,21,20,280,14.067,45.654,972.052,4.904
1,21,20,278,14.067,45.532,972.198,4.604
1,21,20,273,14.067,45.288,972.345,4.169
1,22,20,282,14.067,44.678,972.345,4.171
1,22,20,271,14.067,44.8,972.345,4.118
1,22,20,273,14.067,44.8,972.418,4.875
1,2,20,83,14.067,46.387,968.976,1.09
1,2,20,114,14.067,47.241,968.902,1.72
1,10,20,8,14.067,65.43,967.657,7.665
1,12,20,7,14.067,59.448,968.023,3.439
1,10,20,347,14.067,54.565,972.784,6.943
1,11,20,336,14.067,54.077,972.931,5.273
1,11,20,339,14.067,54.932,972.857,6.74
1,11,20,344,14.067,54.321,972.857,6.523
1,11,20,349,14.067,55.054,972.931,6.823
1,11,20,356,14.067,56.763,972.931,6.857
1,12,20,353,14.067,56.519,973.004,7.629
1,9,20,340,14.067,60.913,977.545,6.398
1,9,20,333,14.067,58.96,977.398,7.138
1,15,20,312,14.067,61.157,978.351,7.092
1,16,20,305,14.067,59.326,978.717,6.242
1,16,20,305,14.067,59.57,978.79,6.005
1,17,20,327,14.067,63.721,978.497,6.821
1,17,20,326,14.067,65.308,978.424,7.656
1,17,20,319,14.067,66.04,978.57,7.638
1,18,20,318,14.067,66.65,978.644,7.595
1,18,20,319,14.067,68.359,978.717,7.941
1,20,20,326,14.067,63.232,978.57,9.125
1,20,20,323,14.067,63.721,978.497,8.686
1,21,20,320,14.067,64.819,978.644,8.349
1,22,20,322,14.067,65.308,978.424,6.862
1,7,20,320,14.067,53.711,979.889,5.903
1,20,20,294,14.067,58.228,977.179,6.94
1,20,20,301,14.067,62.622,976.886,6.708
1,20,20,304,14.067,63.599,976.886,6.496
1,7,20,306,14.067,61.401,976.153,5.155
1,3,20,298,14.067,73.12,970.807,4.45
1,21,20,278,14.067,70.19,971.759,6.633
1,6,20,292,14.067,59.937,973.517,7.199
1,22,20,292,14.067,56.885,976.593,6.711
1,16,20,320,14.067,44.434,969.122,4.086
1,16,20,318,14.067,44.678,969.195,3.908
1,16,20,319,14.067,46.509,969.269,3.92
1,17,20,325,14.067,47.729,969.342,3.659
1,17,20,327,14.067,49.072,969.342,3.749
1,17,20,327,14.067,49.438,969.415,3.783
1,18,20,295,14.067,48.096,969.781,4.394
1,19,20,257,14.067,41.504,969.635,3.981
1,19,20,253,14.067,41.26,969.635,3.48
1,19,20,252,14.067,41.138,969.635,3.5
1,20,20,253,14.067,41.138,969.708,3.676
2,6,20,301,14.067,48.828,970.074,8.498
2,6,20,301,14.067,47.607,970.147,10.305
2,7,20,305,14.067,46.875,970.221,9.741
2,17,20,339,14.067,73.975,972.564,5.16
3,12,20,69,14.067,23.193,965.753,3.595
11,0,80,292,14.189,72.998,970.294,10.358
11,5,80,291,14.189,75.562,970.88,8.902
12,22,80,311,14.189,84.595,975.274,10.057
12,23,80,246,14.189,35.522,969.488,9.272
12,23,80,250,14.189,34.912,969.562,9.259
12,0,80,249,14.189,33.203,969.488,8.347
12,8,80,261,14.189,26.489,970.733,6.293
12,16,80,246,14.189,41.382,970.587,7.557
12,7,80,243,14.189,59.692,971.246,9.404
12,7,80,257,14.189,59.082,971.393,10.414
12,22,80,256,14.189,60.303,970.367,7.672
12,7,80,305,14.189,57.861,972.784,4.072
12,15,80,337,14.189,61.279,972.564,2.729
12,15,80,334,14.189,61.768,972.638,2.881
12,17,80,297,14.189,63.599,973.297,3.979
1,7,80,308,14.189,68.481,974.103,4.101
1,15,80,323,14.189,66.04,973.37,6.674
1,15,80,326,14.189,67.017,973.37,6.559
1,15,80,312,14.189,61.035,973.15,7.044
1,7,80,312,14.189,53.345,973.883,5.539
1,14,80,323,14.189,69.458,971.832,6.826
1,8,80,322,14.189,61.157,970.147,13.532
1,15,80,313,14.189,70.068,970.367,11.062
1,9,80,332,14.189,68.359,970.367,12.385
1,9,80,330,14.189,66.162,970.221,12.084
1,9,80,329,14.189,65.674,970.294,11.365
1,15,80,325,14.189,67.261,971.393,10.7
1,8,80,344,14.189,53.345,974.029,5.855
1,17,80,299,14.189,48.828,973.517,5.799
1,17,80,289,14.189,48.34,973.37,6.102
1,17,80,289,14.189,48.218,973.297,6.058
1,21,80,277,14.189,44.678,972.418,4.693
1,21,80,280,14.189,44.434,972.418,4.676
1,21,80,285,14.189,44.556,972.271,4.466
1,23,80,135,14.189,56.641,968.902,4.598
1,5,80,278,14.189,46.875,970.147,3.177
1,12,80,357,14.189,58.35,968.023,4.588
1,12,80,329,14.189,57.617,968.097,4.94
1,13,80,1,14.189,57.861,968.097,5.336
1,13,80,354,14.189,57.495,968.243,6.082
1,13,80,336,14.189,57.007,968.463,7.995
1,11,80,327,14.189,54.199,972.931,6.787
1,15,80,315,14.189,60.913,978.058,7.904
1,7,80,323,14.189,52.612,979.742,7.19
1,17,80,294,14.189,57.861,977.472,6.021
1,17,80,295,14.189,57.007,977.472,6.146
1,17,80,294,14.189,56.152,977.545,6.552
1,19,80,289,14.189,55.908,977.325,8.23
1,19,80,291,14.189,56.641,977.252,8.43
1,21,80,282,14.189,67.993,971.759,7.476
1,15,80,330,14.189,49.194,968.683,5.143
1,16,80,330,14.189,47.607,968.756,4.708
1,16,80,329,14.189,45.532,968.902,4.7
1,16,80,325,14.189,45.288,968.976,4.984
1,19,80,253,14.189,41.26,969.635,2.438
1,20,80,261,14.189,42.358,969.708,1.381
2,17,80,342,14.189,71.289,972.345,8.345
2,17,80,340,14.189,72.51,972.418,7.679
3,12,80,83,14.189,23.071,965.826,4.994
11,0,78,292,14.189,72.998,970.294,10.316
11,5,78,291,14.189,75.562,970.88,8.887
12,22,78,311,14.189,84.595,975.274,9.981
12,23,78,246,14.189,35.522,969.488,9.281
12,23,78,250,14.189,34.912,969.562,9.278
12,0,78,249,14.189,33.203,969.488,8.341
12,8,78,261,14.189,26.489,970.733,6.294
12,16,78,246,14.189,41.382,970.587,7.537
12,7,78,243,14.189,59.692,971.246,9.427
12,7,78,257,14.189,59.082,971.393,10.396
12,22,78,256,14.189,60.303,970.367,7.662
12,7,78,305,14.189,57.861,972.784,4.082
12,15,78,337,14.189,61.279,972.564,2.727
12,15,78,334,14.189,61.768,972.638,2.84
12,17,78,297,14.189,63.599,973.297,3.997
1,7,78,308,14.189,68.481,974.103,4.07
1,15,78,323,14.189,66.04,973.37,6.663
1,15,78,326,14.189,67.017,973.37,6.573
1,15,78,312,14.189,61.035,973.15,6.995
1,7,78,312,14.189,53.345,973.883,5.506
1,14,78,323,14.189,69.458,971.832,6.783
1,8,78,322,14.189,61.157,970.147,13.47
1,15,78,313,14.189,70.068,970.367,10.987
1,9,78,332,14.189,68.359,970.367,12.333
1,9,78,330,14.189,66.162,970.221,12.069
1,9,78,329,14.189,65.674,970.294,11.31
1,15,78,325,14.189,67.261,971.393,10.633
1,8,78,344,14.189,53.345,974.029,5.823
1,17,78,299,14.189,48.828,973.517,5.801
1,17,78,289,14.189,48.34,973.37,6.058
1,17,78,289,14.189,48.218,973.297,6.026
1,21,78,277,14.189,44.678,972.418,4.695
1,21,78,280,14.189,44.434,972.418,4.666
1,21,78,285,14.189,44.556,972.271,4.473
1,23,78,135,14.189,56.641,968.902,4.7
1,5,78,278,14.189,46.875,970.147,3.174
1,12,78,357,14.189,58.35,968.023,4.59
1,12,78,329,14.189,57.617,968.097,4.869
1,13,78,1,14.189,57.861,968.097,5.32
1,13,78,354,14.189,57.495,968.243,6.045
1,13,78,336,14.189,57.007,968.463,7.935
1,11,78,327,14.189,54.199,972.931,6.712
1,15,78,315,14.189,60.913,978.058,7.901
1,7,78,323,14.189,52.612,979.742,7.169
1,17,78,294,14.189,57.861,977.472,5.96
1,17,78,295,14.189,57.007,977.472,6.131
1,17,78,294,14.189,56.152,977.545,6.519
1,19,78,289,14.189,55.908,977.325,8.206
1,19,78,291,14.189,56.641,977.252,8.416
1,21,78,282,14.189,67.993,971.759,7.471
1,15,78,330,14.189,49.194,968.683,5.13
1,16,78,330,14.189,47.607,968.756,4.685
1,16,78,329,14.189,45.532,968.902,4.659
1,16,78,325,14.189,45.288,968.976,4.947
1,19,78,253,14.189,41.26,969.635,2.464
1,20,78,261,14.189,42.358,969.708,1.404
2,17,78,342,14.189,71.289,972.345,8.245
2,17,78,340,14.189,72.51,972.418,7.574
3,12,78,83,14.189,23.071,965.826,4.927
11,0,60,292,14.189,72.998,970.294,9.735
11,5,60,291,14.189,75.562,970.88,8.766
12,22,60,311,14.189,84.595,975.274,9.432
12,23,60,246,14.189,35.522,969.488,9.38
12,23,60,250,14.189,34.912,969.562,9.204
12,0,60,249,14.189,33.203,969.488,8.335
12,8,60,261,14.189,26.489,970.733,6.338
12,16,60,246,14.189,41.382,970.587,7.325
12,7,60,243,14.189,59.692,971.246,9.466
12,7,60,257,14.189,59.082,971.393,10.379
12,22,60,256,14.189,60.303,970.367,7.476
12,7,60,305,14.189,57.861,972.784,4.069
12,15,60,337,14.189,61.279,972.564,2.643
12,15,60,334,14.189,61.768,972.638,2.789
12,17,60,297,14.189,63.599,973.297,4.111
1,7,60,308,14.189,68.481,974.103,4.172
1,15,60,323,14.189,66.04,973.37,6.25
1,15,60,326,14.189,67.017,973.37,6.497
1,15,60,312,14.189,61.035,973.15,6.63
1,7,60,312,14.189,53.345,973.883,5.467
1,14,60,323,14.189,69.458,971.832,6.365
1,8,60,322,14.189,61.157,970.147,13.399
1,15,60,313,14.189,70.068,970.367,10.609
1,9,60,332,14.189,68.359,970.367,12.362
1,9,60,330,14.189,66.162,970.221,12.112
1,9,60,329,14.189,65.674,970.294,11.348
1,15,60,325,14.189,67.261,971.393,10.068
1,8,60,344,14.189,53.345,974.029,5.866
1,17,60,299,14.189,48.828,973.517,5.602
1,17,60,289,14.189,48.34,973.37,5.79
1,17,60,289,14.189,48.218,973.297,5.57
1,21,60,277,14.189,44.678,972.418,4.603
1,21,60,280,14.189,44.434,972.418,4.407
1,21,60,285,14.189,44.556,972.271,4.363
1,23,60,135,14.189,56.641,968.902,3.367
1,5,60,278,14.189,46.875,970.147,3.274
1,12,60,357,14.189,58.35,968.023,4.662
1,12,60,329,14.189,57.617,968.097,4.777
1,13,60,1,14.189,57.861,968.097,5.234
1,13,60,354,14.189,57.495,968.243,6.03
1,13,60,336,14.189,57.007,968.463,7.826
1,11,60,327,14.189,54.199,972.931,6.652
1,15,60,315,14.189,60.913,978.058,7.763
1,7,60,323,14.189,52.612,979.742,7.178
1,17,60,294,14.189,57.861,977.472,5.614
1,17,60,295,14.189,57.007,977.472,5.974
1,17,60,294,14.189,56.152,977.545,6.189
1,19,60,289,14.189,55.908,977.325,7.863
1,19,60,291,14.189,56.641,977.252,8.01
1,21,60,282,14.189,67.993,971.759,7.366
1,15,60,330,14.189,49.194,968.683,4.933
1,16,60,330,14.189,47.607,968.756,4.481
1,16,60,329,14.189,45.532,968.902,4.282
1,16,60,325,14.189,45.288,968.976,4.647
1,19,60,253,14.189,41.26,969.635,2.694
1,20,60,261,14.189,42.358,969.708,1.595
2,17,60,342,14.189,71.289,972.345,7.525
2,17,60,340,14.189,72.51,972.418,6.882
3,12,60,83,14.189,23.071,965.826,4.84
11,0,40,292,14.189,72.998,970.294,9.231
11,5,40,291,14.189,75.562,970.88,8.6
12,22,40,311,14.189,84.595,975.274,8.786
12,23,40,246,14.189,35.522,969.488,9.268
12,23,40,250,14.189,34.912,969.562,8.945
12,0,40,249,14.189,33.203,969.488,8.223
12,8,40,261,14.189,26.489,970.733,6.238
12,16,40,246,14.189,41.382,970.587,7.004
12,7,40,243,14.189,59.692,971.246,9.474
12,7,40,257,14.189,59.082,971.393,10.223
12,22,40,256,14.189,60.303,970.367,7.29
12,7,40,305,14.189,57.861,972.784,4.066
12,15,40,337,14.189,61.279,972.564,2.507
12,15,40,334,14.189,61.768,972.638,2.57
12,17,40,297,14.189,63.599,973.297,4.367
1,7,40,308,14.189,68.481,974.103,4.125
1,15,40,323,14.189,66.04,973.37,5.486
1,15,40,326,14.189,67.017,973.37,5.67
1,15,40,312,14.189,61.035,973.15,6.034
1,7,40,312,14.189,53.345,973.883,5.4
1,14,40,323,14.189,69.458,971.832,5.89
1,8,40,322,14.189,61.157,970.147,13.058
1,15,40,313,14.189,70.068,970.367,9.917
1,9,40,332,14.189,68.359,970.367,12.213
1,9,40,330,14.189,66.162,970.221,11.892
1,9,40,329,14.189,65.674,970.294,11.246
1,15,40,325,14.189,67.261,971.393,9.219
1,8,40,344,14.189,53.345,974.029,5.809
1,17,40,299,14.189,48.828,973.517,5.403
1,17,40,289,14.189,48.34,973.37,5.322
1,17,40,289,14.189,48.218,973.297,5.256
1,21,40,277,14.189,44.678,972.418,4.473
1,21,40,280,14.189,44.434,972.418,4.411
1,21,40,285,14.189,44.556,972.271,4.074
1,23,40,135,14.189,56.641,968.902,1.452
1,5,40,278,14.189,46.875,970.147,3.347
1,12,40,357,14.189,58.35,968.023,4.708
1,12,40,329,14.189,57.617,968.097,4.637
1,13,40,1,14.189,57.861,968.097,5.109
1,13,40,354,14.189,57.495,968.243,5.949
1,13,40,336,14.189,57.007,968.463,7.608
1,11,40,327,14.189,54.199,972.931,6.546
1,15,40,315,14.189,60.913,978.058,7.564
1,7,40,323,14.189,52.612,979.742,7.08
1,17,40,294,14.189,57.861,977.472,5.476
1,17,40,295,14.189,57.007,977.472,5.799
1,17,40,294,14.189,56.152,977.545,5.888
1,19,40,289,14.189,55.908,977.325,7.52
1,19,40,291,14.189,56.641,977.252,7.567
1,21,40,282,14.189,67.993,971.759,7.089
1,15,40,330,14.189,49.194,968.683,4.566
1,16,40,330,14.189,47.607,968.756,4.179
1,16,40,329,14.189,45.532,968.902,3.932
1,16,40,325,14.189,45.288,968.976,4.262
1,19,40,253,14.189,41.26,969.635,2.965
1,20,40,261,14.189,42.358,969.708,2.397
2,17,40,342,14.189,71.289,972.345,6.813
2,17,40,340,14.189,72.51,972.418,6.113
3,12,40,83,14.189,23.071,965.826,4.683
11,0,20,292,14.189,72.998,970.294,8.552
11,5,20,291,14.189,75.562,970.88,8.434
12,22,20,311,14.189,84.595,975.274,8.129
12,23,20,246,14.189,35.522,969.488,8.925
12,23,20,250,14.189,34.912,969.562,8.679
12,0,20,249,14.189,33.203,969.488,7.892
12,8,20,261,14.189,26.489,970.733,6.007
12,16,20,246,14.189,41.382,970.587,6.552
12,7,20,243,14.189,59.692,971.246,9.372
12,7,20,257,14.189,59.082,971.393,9.895
12,22,20,256,14.189,60.303,970.367,7.138
12,7,20,305,14.189,57.861,972.784,4.062
12,15,20,337,14.189,61.279,972.564,2.457
12,15,20,334,14.189,61.768,972.638,2.533
12,17,20,297,14.189,63.599,973.297,4.54
1,7,20,308,14.189,68.481,974.103,4.066
1,15,20,323,14.189,66.04,973.37,4.655
1,15,20,326,14.189,67.017,973.37,4.64
1,15,20,312,14.189,61.035,973.15,5.519
1,7,20,312,14.189,53.345,973.883,5.27
1,14,20,323,14.189,69.458,971.832,5.473
1,8,20,322,14.189,61.157,970.147,12.771
1,15,20,313,14.189,70.068,970.367,9.238
1,9,20,332,14.189,68.359,970.367,11.958
1,9,20,330,14.189,66.162,970.221,11.652
1,9,20,329,14.189,65.674,970.294,10.979
1,15,20,325,14.189,67.261,971.393,8.317
1,8,20,344,14.189,53.345,974.029,5.597
1,17,20,299,14.189,48.828,973.517,5.221
1,17,20,289,14.189,48.34,973.37,4.909
1,17,20,289,14.189,48.218,973.297,5.094
1,21,20,277,14.189,44.678,972.418,4.25
1,21,20,280,14.189,44.434,972.418,4.406
1,21,20,285,14.189,44.556,972.271,3.92
1,23,20,135,14.189,56.641,968.902,0.814
1,5,20,278,14.189,46.875,970.147,3.346
1,12,20,357,14.189,58.35,968.023,4.611
1,12,20,329,14.189,57.617,968.097,4.506
1,13,20,1,14.189,57.861,968.097,4.953
1,13,20,354,14.189,57.495,968.243,5.7
1,13,20,336,14.189,57.007,968.463,7.304
1,11,20,327,14.189,54.199,972.931,6.347
1,15,20,315,14.189,60.913,978.058,6.625
1,7,20,323,14.189,52.612,979.742,7.035
1,17,20,294,14.189,57.861,977.472,5.341
1,17,20,295,14.189,57.007,977.472,5.634
1,17,20,294,14.189,56.152,977.545,5.778
1,19,20,289,14.189,55.908,977.325,7.048
1,19,20,291,14.189,56.641,977.252,7.126
1,21,20,282,14.189,67.993,971.759,6.803
1,15,20,330,14.189,49.194,968.683,4.191
1,16,20,330,14.189,47.607,968.756,3.874
1,16,20,329,14.189,45.532,968.902,3.651
1,16,20,325,14.189,45.288,968.976,4.071
1,19,20,253,14.189,41.26,969.635,3.493
1,20,20,261,14.189,42.358,969.708,3.031
2,17,20,342,14.189,71.289,972.345,6.12
2,17,20,340,14.189,72.51,972.418,5.526
3,12,20,83,14.189,23.071,965.826,4.467
11,0,80,292,14.312,72.632,970.294,10.446
12,21,80,308,14.312,85.693,974.981,12.72
12,22,80,309,14.312,85.815,975.055,11.815
12,22,80,311,14.312,84.717,975.128,10.328
12,23,80,233,14.312,36.377,969.562,9.543
12,23,80,242,14.312,35.889,969.488,9.548
12,23,80,250,14.312,33.691,969.562,9.066
12,8,80,271,14.312,26.611,970.66,6.774
12,16,80,250,14.312,40.894,970.44,7.865
12,16,80,249,14.312,41.016,970.514,7.846
12,7,80,239,14.312,59.814,971.173,8.968
12,8,80,254,14.312,58.594,971.246,10.397
12,21,80,253,14.312,59.814,970.147,7.599
12,22,80,256,14.312,60.181,970.367,7.469
12,7,80,301,14.312,57.129,972.784,3.702
12,15,80,343,14.312,59.448,972.271,4.414
12,15,80,343,14.312,59.57,972.345,3.746
12,15,80,343,14.312,60.181,972.418,3.583
12,15,80,342,14.312,61.035,972.418,3.067
1,15,80,326,14.312,66.162,973.443,6.584
1,8,80,315,14.312,56.274,974.176,7.068
1,14,80,315,14.312,60.547,973.077,6.828
1,9,80,325,14.312,59.57,970.074,13.351
1,15,80,313,14.312,65.918,970.221,11.194
1,14,80,332,14.312,64.697,971.319,10.969
1,15,80,329,14.312,65.552,971.393,10.996
1,8,80,339,14.312,53.223,973.883,6.009
1,16,80,327,14.312,49.316,973.37,6.024
1,16,80,327,14.312,49.194,973.297,5.344
1,16,80,323,14.312,49.072,973.297,5.287
1,17,80,319,14.312,48.828,973.37,5.688
1,6,80,336,14.312,45.288,973.004,1.582
1,23,80,125,14.312,55.542,968.902,4.546
1,2,80,126,14.312,45.898,968.829,1.707
1,5,80,292,14.312,45.532,969.928,4.957
1,5,80,280,14.312,43.701,970.074,4.055
1,6,80,277,14.312,47.119,970.221,2.179
1,10,80,10,14.312,63.477,967.584,7.958
1,12,80,343,14.312,56.274,968.097,6.826
1,9,80,347,14.312,54.321,977.398,7.555
1,15,80,319,14.312,59.448,977.984,8.181
1,7,80,322,14.312,51.88,979.669,6.694
1,8,80,322,14.312,51.758,979.522,6.845
1,8,80,323,14.312,51.514,979.303,6.476
1,16,80,294,14.312,56.274,977.545,5.292
1,17,80,294,14.312,57.007,977.472,5.38
1,17,80,294,14.312,57.739,977.472,5.622
1,17,80,294,14.312,54.81,977.545,6.618
1,19,80,294,14.312,54.565,977.398,7.574
1,19,80,291,14.312,55.054,977.472,8.222
1,7,80,312,14.312,59.692,976.007,5.19
1,2,80,304,14.312,68.237,970.66,4.632
1,3,80,275,14.312,64.941,970.733,2.964
1,4,80,271,14.312,60.181,970.367,2.68
1,21,80,287,14.312,65.186,971.759,7.227
1,6,80,298,14.312,57.617,973.663,6.919
1,22,80,295,14.312,55.298,976.52,8.457
1,15,80,349,14.312,47.241,968.463,5.226
1,15,80,340,14.312,49.927,968.536,5.148
1,20,80,273,14.312,43.457,969.781,0.997
1,21,80,280,14.312,42.725,970.221,2.678
2,7,80,305,14.312,46.387,970.294,9.599
2,7,80,322,14.312,44.189,970.294,9.582
2,16,80,319,14.312,69.092,972.271,8.677
2,17,80,329,14.312,70.923,972.345,8.526
2,17,80,340,14.312,72.51,972.345,8.602
5,19,80,318,14.312,29.663,969.708,11.028
11,0,78,292,14.312,72.632,970.294,10.418
12,21,78,308,14.312,85.693,974.981,12.672
12,22,78,309,14.312,85.815,975.055,11.754
12,22,78,311,14.312,84.717,975.128,10.257
12,23,78,233,14.312,36.377,969.562,9.564
12,23,78,242,14.312,35.889,969.488,9.559
12,23,78,250,14.312,33.691,969.562,9.08
12,8,78,271,14.312,26.611,970.66,6.778
12,16,78,250,14.312,40.894,970.44,7.847
12,16,78,249,14.312,41.016,970.514,7.813
12,7,78,239,14.312,59.814,971.173,8.948
12,8,78,254,14.312,58.594,971.246,10.384
12,21,78,253,14.312,59.814,970.147,7.574
12,22,78,256,14.312,60.181,970.367,7.457
12,7,78,301,14.312,57.129,972.784,3.704
12,15,78,343,14.312,59.448,972.271,4.388
12,15,78,343,14.312,59.57,972.345,3.714
12,15,78,343,14.312,60.181,972.418,3.511
