Month,Hour,Hight ,Windvane,Temperature,Humidity,Pressure,Wind Speed,Wind Power
12,20,20,237,12.48,49.194,970.66,6.72,324.0195517
1,20,20,304,12.48,80.933,972.491,8.764,718.7378304
1,20,20,306,12.48,78.979,972.564,9.489,912.2728236
1,20,20,311,12.48,78.247,972.491,9.042,789.3269037
2,20,20,249,12.48,65.063,966.852,12.173,1925.999915
12,20,80,236,12.603,47.607,970.807,8.699,702.8641463
12,20,80,237,12.603,47.729,970.807,8.934,761.3796099
12,20,80,237,12.603,47.852,970.807,8.966,769.5903285
1,20,80,308,12.603,81.299,972.345,11.294,1538.17854
1,20,80,305,12.603,79.712,972.564,12.446,2000
12,20,78,236,12.603,47.607,970.807,8.695,701.8950129
12,20,78,237,12.603,47.729,970.807,8.927,759.5913351
12,20,78,237,12.603,47.852,970.807,8.931,760.6128632
1,20,78,308,12.603,81.299,972.345,11.248,1519.460171
1,20,78,305,12.603,79.712,972.564,12.389,2000
12,20,60,236,12.603,47.607,970.807,8.583,675.119629
12,20,60,237,12.603,47.729,970.807,8.862,743.1194608
12,20,60,237,12.603,47.852,970.807,8.8,727.6313696
1,20,60,308,12.603,81.299,972.345,10.629,1282.155261
1,20,60,305,12.603,79.712,972.564,11.659,1692.18291
12,20,40,236,12.603,47.607,970.807,8.218,592.6002201
12,20,40,237,12.603,47.729,970.807,8.666,694.8954239
12,20,40,237,12.603,47.852,970.807,8.7,703.106569
1,20,40,308,12.603,81.299,972.345,9.741,986.9019968
1,20,40,305,12.603,79.712,972.564,10.482,1229.69063
12,20,20,236,12.603,47.607,970.807,7.531,456.0593253
12,20,20,237,12.603,47.729,970.807,8.195,587.6385404
12,20,20,237,12.603,47.852,970.807,8.469,648.5743906
1,20,20,308,12.603,81.299,972.345,9.108,806.7379059
1,20,20,305,12.603,79.712,972.564,9.059,793.7873555
1,20,80,289,12.725,77.393,974.029,8.379,628.1161628
1,20,80,315,12.725,76.172,972.271,11.551,1645.591931
1,20,80,268,12.725,69.336,975.348,5.363,164.6974172
1,20,78,289,12.725,77.393,974.029,8.397,632.1728747
1,20,78,315,12.725,76.172,972.271,11.441,1599.025371
1,20,78,268,12.725,69.336,975.348,5.391,167.2905439
1,20,60,289,12.725,77.393,974.029,8.316,614.0543886
1,20,60,315,12.725,76.172,972.271,10.861,1367.958237
1,20,60,268,12.725,69.336,975.348,5.621,189.6287374
1,20,40,289,12.725,77.393,974.029,8.216,592.1676652
1,20,40,315,12.725,76.172,972.271,10.132,1110.57768
1,20,40,268,12.725,69.336,975.348,5.799,208.2201351
1,20,20,289,12.725,77.393,974.029,7.851,516.6998432
1,20,20,315,12.725,76.172,972.271,9.05,791.4238526
1,20,20,268,12.725,69.336,975.348,5.978,228.1030697
1,20,80,289,12.847,77.271,973.883,8.46,646.5088686
1,20,80,288,12.847,77.271,973.956,8.506,657.1122036
1,20,80,294,12.847,69.458,973.663,9.145,816.6096864
1,20,80,294,12.847,69.214,973.663,9.326,866.0632911
1,20,80,273,12.847,67.383,975.567,5.429,170.8531234
1,20,80,275,12.847,67.749,975.421,5.591,186.6086944
1,20,80,278,12.847,68.726,975.348,5.449,172.7483156
1,20,78,289,12.847,77.271,973.883,8.47,648.8041642
1,20,78,288,12.847,77.271,973.956,8.497,655.0285845
1,20,78,294,12.847,69.458,973.663,9.132,813.1321001
1,20,78,294,12.847,69.214,973.663,9.285,854.6909824
1,20,78,273,12.847,67.383,975.567,5.445,172.3681617
1,20,78,275,12.847,67.749,975.421,5.623,189.8312241
1,20,78,278,12.847,68.726,975.348,5.486,176.2912704
1,20,60,289,12.847,77.271,973.883,8.357,623.1815745
1,20,60,288,12.847,77.271,973.956,8.279,605.8945491
1,20,60,294,12.847,69.458,973.663,8.783,723.4225562
1,20,60,294,12.847,69.214,973.663,8.859,742.3650248
1,20,60,273,12.847,67.383,975.567,5.487,176.3876923
1,20,60,275,12.847,67.749,975.421,5.621,189.6287374
1,20,60,278,12.847,68.726,975.348,5.641,191.660094
1,20,40,289,12.847,77.271,973.883,8.149,577.7984215
1,20,40,288,12.847,77.271,973.956,8.11,569.5422679
1,20,40,294,12.847,69.458,973.663,8.338,618.9407403
1,20,40,294,12.847,69.214,973.663,8.306,611.8418479
1,20,40,273,12.847,67.383,975.567,5.471,174.8491567
1,20,40,275,12.847,67.749,975.421,5.687,196.3871567
1,20,40,278,12.847,68.726,975.348,5.858,214.6404152
1,20,20,289,12.847,77.271,973.883,7.853,517.0948233
1,20,20,288,12.847,77.271,973.956,7.792,505.1382197
1,20,20,294,12.847,69.458,973.663,7.612,470.933664
1,20,20,294,12.847,69.214,973.663,7.739,494.9005513
1,20,20,273,12.847,67.383,975.567,5.568,184.3151684
1,20,20,275,12.847,67.749,975.421,5.734,201.2966111
1,20,20,278,12.847,68.726,975.348,5.986,229.0200658
1,20,80,297,12.969,77.637,973.883,8.015,549.7610632
1,20,80,298,12.969,77.637,973.81,8.132,574.1898452
1,20,80,295,12.969,77.271,973.883,8.364,624.7488568
1,20,80,287,12.969,68.726,973.956,9.228,839.0467416
1,20,80,287,12.969,69.336,973.883,9.186,827.6423799
1,20,80,289,12.969,69.946,973.736,9.36,875.5701434
1,20,80,291,12.969,69.824,973.663,9.318,863.8364313
1,20,80,311,12.969,68.237,971.759,12.268,1971.445155
1,20,80,311,12.969,70.19,971.539,12.248,1961.818975
1,20,80,277,12.969,67.993,975.421,5.909,220.295369
1,20,80,278,12.969,68.359,975.348,6.063,237.9721325
1,20,78,297,12.969,77.637,973.883,8.03,552.8534619
1,20,78,298,12.969,77.637,973.81,8.135,574.8255578
1,20,78,295,12.969,77.271,973.883,8.375,627.2170345
1,20,78,287,12.969,68.726,973.956,9.207,833.3315549
1,20,78,287,12.969,69.336,973.883,9.178,825.481905
1,20,78,289,12.969,69.946,973.736,9.351,873.046888
1,20,78,291,12.969,69.824,973.663,9.29,856.072487
1,20,78,311,12.969,68.237,971.759,12.169,1924.101911
1,20,78,311,12.969,70.19,971.539,12.154,1916.995501
1,20,78,277,12.969,67.993,975.421,5.923,221.8648975
1,20,78,278,12.969,68.359,975.348,6.102,242.5939733
1,20,60,297,12.969,77.637,973.883,7.88,522.4467719
1,20,60,298,12.969,77.637,973.81,7.959,538.3180124
1,20,60,295,12.969,77.271,973.883,8.132,574.1898452
1,20,60,287,12.969,68.726,973.956,8.796,726.639596
1,20,60,287,12.969,69.336,973.883,8.881,747.9094279
1,20,60,289,12.969,69.946,973.736,9.092,802.4937871
1,20,60,291,12.969,69.824,973.663,8.942,763.4267868
1,20,60,311,12.969,68.237,971.759,11.219,1507.737865
1,20,60,311,12.969,70.19,971.539,11.211,1504.514769
1,20,60,277,12.969,67.993,975.421,6.069,238.67933
1,20,60,278,12.969,68.359,975.348,6.213,256.0751634
1,20,40,297,12.969,77.637,973.883,7.645,477.0851151
1,20,40,298,12.969,77.637,973.81,7.765,499.9053422
1,20,40,295,12.969,77.271,973.883,7.932,532.8580293
1,20,40,287,12.969,68.726,973.956,8.216,592.1676652
1,20,40,287,12.969,69.336,973.883,8.433,640.3386243
1,20,40,289,12.969,69.946,973.736,8.622,684.3644683
1,20,40,291,12.969,69.824,973.663,8.514,658.9680148
1,20,40,311,12.969,68.237,971.759,9.985,1062.937197
1,20,40,311,12.969,70.19,971.539,10.103,1101.0688
1,20,40,277,12.969,67.993,975.421,6.277,264.0704367
1,20,40,278,12.969,68.359,975.348,6.257,261.554299
1,20,20,297,12.969,77.637,973.883,7.026,370.3290951
1,20,20,298,12.969,77.637,973.81,7.446,440.7907713
1,20,20,295,12.969,77.271,973.883,7.673,482.3463453
1,20,20,287,12.969,68.726,973.956,7.443,440.258201
1,20,20,287,12.969,69.336,973.883,7.831,512.7610988
1,20,20,289,12.969,69.946,973.736,7.885,523.4419084
1,20,20,291,12.969,69.824,973.663,7.758,498.5545951
1,20,20,311,12.969,68.237,971.759,8.874,746.1423159
1,20,20,311,12.969,70.19,971.539,9.086,800.9060883
1,20,20,277,12.969,67.993,975.421,6.388,278.3287826
1,20,20,278,12.969,68.359,975.348,6.452,286.778424
1,20,80,311,13.091,68.237,971.759,12.109,1895.781301
1,20,80,312,13.091,68.481,971.686,12.292,1983.038073
1,20,80,312,13.091,68.726,971.612,12.146,1913.212581
1,20,80,311,13.091,69.336,971.612,12.155,1917.468717
1,20,78,311,13.091,68.237,971.759,12.005,1847.353003
1,20,78,312,13.091,68.481,971.686,12.174,1926.474611
1,20,78,312,13.091,68.726,971.612,12.052,1869.135417
1,20,78,311,13.091,69.336,971.612,12.069,1877.05613
1,20,60,311,13.091,68.237,971.759,11.089,1455.930178
1,20,60,312,13.091,68.481,971.686,11.223,1509.351138
1,20,60,312,13.091,68.726,971.612,11.116,1466.590988
1,20,60,311,13.091,69.336,971.612,11.084,1453.961641
1,20,40,311,13.091,68.237,971.759,9.961,1055.29096
1,20,40,312,13.091,68.481,971.686,10.142,1113.869254
1,20,40,312,13.091,68.726,971.612,9.892,1033.512469
1,20,40,311,13.091,69.336,971.612,9.961,1055.29096
1,20,20,311,13.091,68.237,971.759,8.918,757.296242
1,20,20,312,13.091,68.481,971.686,9.04,788.8032459
1,20,20,312,13.091,68.726,971.612,8.806,729.1207215
1,20,20,311,13.091,69.336,971.612,8.933,761.1239704
1,20,80,305,13.213,78.735,970.587,10.786,1339.814413
1,20,80,308,13.213,79.59,970.587,11.324,1550.468616
1,20,78,305,13.213,78.735,970.587,10.675,1298.874076
1,20,78,308,13.213,79.59,970.587,11.222,1508.947712
1,20,60,305,13.213,78.735,970.587,10.058,1086.42135
1,20,60,308,13.213,79.59,970.587,10.475,1227.22867
1,20,40,305,13.213,78.735,970.587,9.028,785.666162
1,20,40,308,13.213,79.59,970.587,9.437,897.3570162
1,20,20,305,13.213,78.735,970.587,8.063,559.6975129
1,20,20,308,13.213,79.59,970.587,8.447,643.533086
1,20,80,301,13.335,77.148,970.66,11.17,1488.068478
1,20,80,301,13.335,77.637,970.66,11.404,1583.561825
1,20,80,302,13.335,77.881,970.587,11.38,1573.584916
1,20,80,304,13.335,78.125,970.587,11.529,1636.207259
1,20,78,301,13.335,77.148,970.66,11.097,1459.083532
1,20,78,301,13.335,77.637,970.66,11.336,1555.402918
1,20,78,302,13.335,77.881,970.587,11.292,1537.361518
1,20,78,304,13.335,78.125,970.587,11.429,1593.999188
1,20,60,301,13.335,77.148,970.66,10.443,1216.015839
1,20,60,301,13.335,77.637,970.66,10.626,1281.069915
1,20,60,302,13.335,77.881,970.587,10.697,1306.921146
1,20,60,304,13.335,78.125,970.587,10.592,1268.812107
1,20,40,301,13.335,77.148,970.66,9.812,1008.639603
1,20,40,301,13.335,77.637,970.66,9.797,1004.020827
1,20,40,302,13.335,77.881,970.587,9.91,1039.164642
1,20,40,304,13.335,78.125,970.587,9.567,934.9550237
1,20,20,301,13.335,77.148,970.66,9.04,788.8032459
1,20,20,301,13.335,77.637,970.66,9.016,782.5374067
1,20,20,302,13.335,77.881,970.587,9.13,812.5979647
1,20,20,304,13.335,78.125,970.587,8.588,676.300183
2,20,80,312,13.457,76.294,973.297,9.991,1064.85451
2,20,78,312,13.457,76.294,973.297,9.923,1043.259557
2,20,60,312,13.457,76.294,973.297,9.447,900.2127169
2,20,40,312,13.457,76.294,973.297,8.715,706.749601
2,20,20,312,13.457,76.294,973.297,7.907,527.8355223
1,20,80,282,13.579,52.002,972.638,8.677,697.5449357
2,20,80,315,13.579,75.195,973.224,9.996,1066.454031
2,20,80,315,13.579,75.684,973.37,9.242,842.8713465
2,20,80,315,13.579,75.439,973.517,9.524,922.4048076
2,20,80,322,13.579,74.463,973.517,9.837,1016.369004
2,20,80,319,13.579,74.707,973.663,10.854,1365.314961
1,20,78,282,13.579,52.002,972.638,8.704,704.0768171
2,20,78,315,13.579,75.195,973.224,9.898,1035.394243
2,20,78,315,13.579,75.684,973.37,9.176,824.9423743
2,20,78,315,13.579,75.439,973.517,9.442,898.7841104
2,20,78,322,13.579,74.463,973.517,9.757,991.7730724
2,20,78,319,13.579,74.707,973.663,10.728,1318.316513
1,20,60,282,13.579,52.002,972.638,8.463,647.1968879
2,20,60,315,13.579,75.195,973.224,9.248,844.5140143
2,20,60,315,13.579,75.684,973.37,8.747,714.5634154
2,20,60,315,13.579,75.439,973.517,8.952,765.9909141
2,20,60,322,13.579,74.463,973.517,9.199,831.1611862
2,20,60,319,13.579,74.707,973.663,10.039,1080.276081
1,20,40,282,13.579,52.002,972.638,8.203,589.361188
2,20,40,315,13.579,75.195,973.224,8.402,633.3028307
2,20,40,315,13.579,75.684,973.37,8.147,577.3731006
2,20,40,315,13.579,75.439,973.517,8.162,580.5680995
2,20,40,322,13.579,74.463,973.517,8.507,657.3439892
2,20,40,319,13.579,74.707,973.663,8.982,773.7177315
1,20,20,282,13.579,52.002,972.638,7.721,491.4553362
2,20,20,315,13.579,75.195,973.224,7.519,453.8827235
2,20,20,315,13.579,75.684,973.37,7.319,418.6187139
2,20,20,315,13.579,75.439,973.517,7.353,424.479866
2,20,20,322,13.579,74.463,973.517,7.746,496.2446933
2,20,20,319,13.579,74.707,973.663,8.185,585.4899556
12,20,80,280,13.823,68.481,973.15,4.598,103.7935338
1,20,80,288,13.823,50.903,972.564,8.729,710.1610976
1,20,80,320,13.823,64.575,978.644,10.013,1071.904381
12,20,78,280,13.823,68.481,973.15,4.624,105.5642518
1,20,78,288,13.823,50.903,972.564,8.746,714.3183663
1,20,78,320,13.823,64.575,978.644,9.976,1060.065545
12,20,60,280,13.823,68.481,973.15,4.703,111.067842
1,20,60,288,13.823,50.903,972.564,8.468,648.3446712
1,20,60,320,13.823,64.575,978.644,9.696,973.2876622
12,20,40,280,13.823,68.481,973.15,4.83,120.3108486
1,20,40,288,13.823,50.903,972.564,7.863,519.0727434
1,20,40,320,13.823,64.575,978.644,8.825,733.8504077
12,20,20,280,13.823,68.481,973.15,4.914,126.6977359
1,20,20,288,13.823,50.903,972.564,6.901,350.9130181
1,20,20,320,13.823,64.575,978.644,8.22,593.0329855
12,20,80,287,13.945,66.772,973.297,4.925,127.5504814
12,20,80,287,13.945,67.261,973.297,5.224,152.2204153
12,20,80,287,13.945,67.627,973.224,5.481,175.8096883
12,20,80,288,13.945,68.115,973.15,5.246,154.1516779
12,20,80,281,13.945,68.359,973.15,4.845,121.4352418
1,20,80,289,13.945,49.927,972.418,6.853,343.6414897
1,20,80,287,13.945,48.34,972.418,6.114,244.0280226
1,20,80,319,13.945,64.331,978.79,10.407,1203.483281
1,20,80,322,13.945,64.209,978.644,10.482,1229.69063
1,20,80,320,13.945,64.819,978.717,9.736,985.3830631
1,20,80,295,13.945,59.814,976.959,8.692,701.1687477
1,20,80,297,13.945,61.279,976.959,8.208,590.4395505
1,20,80,299,13.945,63.599,976.813,7.523,454.6074861
4,20,80,125,13.945,17.822,967.804,7.926,531.6497349
12,20,78,287,13.945,66.772,973.297,4.959,130.2104148
12,20,78,287,13.945,67.261,973.297,5.252,154.6812061
12,20,78,287,13.945,67.627,973.224,5.511,178.7123768
12,20,78,288,13.945,68.115,973.15,5.267,156.010329
12,20,78,281,13.945,68.359,973.15,4.866,123.0211299
1,20,78,289,13.945,49.927,972.418,6.824,339.2973378
1,20,78,287,13.945,48.34,972.418,6.092,241.4032327
1,20,78,319,13.945,64.331,978.79,10.352,1184.503062
1,20,78,322,13.945,64.209,978.644,10.431,1211.8287
1,20,78,320,13.945,64.819,978.717,9.708,976.9058282
1,20,78,295,13.945,59.814,976.959,8.66,693.4530676
1,20,78,297,13.945,61.279,976.959,8.196,587.8536875
1,20,78,299,13.945,63.599,976.813,7.515,453.1587315
4,20,78,125,13.945,17.822,967.804,7.908,528.035814
12,20,60,287,13.945,66.772,973.297,4.909,126.3113841
12,20,60,287,13.945,67.261,973.297,5.327,161.4029574
12,20,60,287,13.945,67.627,973.224,5.602,187.7122914
12,20,60,288,13.945,68.115,973.15,5.35,163.5026303
12,20,60,281,13.945,68.359,973.15,4.973,131.3163417
1,20,60,289,13.945,49.927,972.418,6.568,302.5260869
1,20,60,287,13.945,48.34,972.418,5.582,185.7089755
1,20,60,319,13.945,64.331,978.79,10.063,1088.04239
1,20,60,322,13.945,64.209,978.644,10.139,1112.8811
1,20,60,320,13.945,64.819,978.717,9.444,899.3553715
1,20,60,295,13.945,59.814,976.959,8.282,606.5534484
1,20,60,297,13.945,61.279,976.959,7.878,522.0490708
1,20,60,299,13.945,63.599,976.813,7.178,394.8878392
4,20,60,125,13.945,17.822,967.804,6.686,319.1262393
12,20,40,287,13.945,66.772,973.297,4.913,126.6204026
12,20,40,287,13.945,67.261,973.297,5.373,165.6204344
12,20,40,287,13.945,67.627,973.224,5.677,195.3529979
12,20,40,288,13.945,68.115,973.15,5.489,176.5806414
12,20,40,281,13.945,68.359,973.15,5.097,141.3862899
1,20,40,289,13.945,49.927,972.418,6.235,258.8050647
1,20,40,287,13.945,48.34,972.418,5.376,165.8980105
1,20,40,319,13.945,64.331,978.79,9.334,868.2939746
1,20,40,322,13.945,64.209,978.644,9.298,858.2859894
1,20,40,320,13.945,64.819,978.717,8.823,733.3515856
1,20,40,295,13.945,59.814,976.959,7.905,527.4350908
1,20,40,297,13.945,61.279,976.959,7.513,452.7970244
1,20,40,299,13.945,63.599,976.813,6.857,344.2435772
4,20,40,125,13.945,17.822,967.804,5.055,137.9198822
12,20,20,287,13.945,66.772,973.297,4.992,132.8272336
12,20,20,287,13.945,67.261,973.297,5.456,173.4149291
12,20,20,287,13.945,67.627,973.224,5.766,204.6856101
12,20,20,288,13.945,68.115,973.15,5.595,187.0095005
12,20,20,281,13.945,68.359,973.15,5.192,149.4402031
1,20,20,289,13.945,49.927,972.418,5.983,228.6759048
1,20,20,287,13.945,48.34,972.418,5.138,144.8257204
1,20,20,319,13.945,64.331,978.79,8.366,625.1971338
1,20,20,322,13.945,64.209,978.644,8.586,675.8277964
1,20,20,320,13.945,64.819,978.717,8.242,597.8073195
1,20,20,295,13.945,59.814,976.959,7.35,423.9605188
1,20,20,297,13.945,61.279,976.959,7.121,385.5550137
1,20,20,299,13.945,63.599,976.813,6.52,295.941714
4,20,20,125,13.945,17.822,967.804,3.939,65.25613384
1,20,80,282,14.067,46.875,972.491,6.019,232.8286541
1,20,80,277,14.067,45.898,972.271,5.794,207.6820061
1,20,80,326,14.067,63.232,978.57,10.717,1314.265446
1,20,80,323,14.067,63.721,978.497,10.71,1311.69182
1,20,80,294,14.067,58.228,977.179,8.805,728.8723552
1,20,80,301,14.067,62.622,976.886,7.716,490.5011778
1,20,80,304,14.067,63.599,976.886,7.501,450.630823
1,20,80,253,14.067,41.138,969.708,2.171,10.92553891
1,20,78,282,14.067,46.875,972.491,5.992,229.7094234
1,20,78,277,14.067,45.898,972.271,5.777,205.8593041
1,20,78,326,14.067,63.232,978.57,10.675,1298.874076
1,20,78,323,14.067,63.721,978.497,10.677,1299.604259
1,20,78,294,14.067,58.228,977.179,8.765,718.9838892
1,20,78,301,14.067,62.622,976.886,7.691,485.7489066
1,20,78,304,14.067,63.599,976.886,7.466,444.3522202
1,20,78,253,14.067,41.138,969.708,2.2,11.36924015
1,20,60,282,14.067,46.875,972.491,5.619,189.4263949
1,20,60,277,14.067,45.898,972.271,5.521,179.6869922
1,20,60,326,14.067,63.232,978.57,10.472,1226.174551
1,20,60,323,14.067,63.721,978.497,10.521,1243.467559
1,20,60,294,14.067,58.228,977.179,8.264,602.6072095
1,20,60,301,14.067,62.622,976.886,7.398,432.3210465
1,20,60,304,14.067,63.599,976.886,7.256,407.9014224
1,20,60,253,14.067,41.138,969.708,2.584,18.42217594
1,20,40,282,14.067,46.875,972.491,5.271,156.3660431
1,20,40,277,14.067,45.898,972.271,5.354,163.8696395
1,20,40,326,14.067,63.232,978.57,9.944,1049.89712
1,20,40,323,14.067,63.721,978.497,9.758,992.0780457
1,20,40,294,14.067,58.228,977.179,7.501,450.630823
1,20,40,301,14.067,62.622,976.886,7.087,380.0587152
1,20,40,304,14.067,63.599,976.886,6.896,350.1508267
1,20,40,253,14.067,41.138,969.708,3.06,30.59339521
1,20,20,282,14.067,46.875,972.491,5.221,151.9583178
1,20,20,277,14.067,45.898,972.271,5.282,157.3470439
1,20,20,326,14.067,63.232,978.57,9.125,811.2636498
1,20,20,323,14.067,63.721,978.497,8.686,699.7177206
1,20,20,294,14.067,58.228,977.179,6.94,356.8961056
1,20,20,301,14.067,62.622,976.886,6.708,322.2868305
1,20,20,304,14.067,63.599,976.886,6.496,292.685661
1,20,20,253,14.067,41.138,969.708,3.676,53.0383379
1,20,80,261,14.189,42.358,969.708,1.381,2.812188535
1,20,78,261,14.189,42.358,969.708,1.404,2.955049234
1,20,60,261,14.189,42.358,969.708,1.595,4.332568719
1,20,40,261,14.189,42.358,969.708,2.397,14.70508366
1,20,20,261,14.189,42.358,969.708,3.031,29.73180027
1,20,80,273,14.312,43.457,969.781,0.997,1.058153987
1,20,78,273,14.312,43.457,969.781,1.023,1.143115987
1,20,60,273,14.312,43.457,969.781,1.301,2.351230936
1,20,40,273,14.312,43.457,969.781,1.79,6.12382104
1,20,20,273,14.312,43.457,969.781,2.606,18.89672887
1,20,80,264,14.434,43.945,969.854,1.12,1.500090517
1,20,80,263,14.434,43.945,970.001,1.589,4.283858224
1,20,80,277,14.434,43.823,970.001,2.076,9.553124665
1,20,78,264,14.434,43.945,969.854,1.14,1.581896087
1,20,78,263,14.434,43.945,970.001,1.619,4.531103097
1,20,78,277,14.434,43.823,970.001,2.151,10.62636254
1,20,60,264,14.434,43.945,969.854,1.465,3.357192712
1,20,60,263,14.434,43.945,970.001,1.96,8.039547615
1,20,60,277,14.434,43.823,970.001,2.66,20.09593917
1,20,40,264,14.434,43.945,969.854,1.851,6.771465247
1,20,40,263,14.434,43.945,970.001,2.659,20.0732831
1,20,40,277,14.434,43.823,970.001,2.989,28.51288371
1,20,20,264,14.434,43.945,969.854,2.404,14.83429078
1,20,20,263,14.434,43.945,970.001,3.07,30.89431171
1,20,20,277,14.434,43.823,970.001,3.107,32.02485392
1,20,80,311,14.556,76.538,974.981,12.625,2000
1,20,78,311,14.556,76.538,974.981,12.528,2000
1,20,60,311,14.556,76.538,974.981,11.955,1824.36671
1,20,40,311,14.556,76.538,974.981,11.422,1591.072118
1,20,20,311,14.556,76.538,974.981,10.495,1234.271572
12,20,80,239,14.678,56.03,970.367,9.754,990.8585276
12,20,80,242,14.678,56.152,970.367,9.355,874.1677355
12,20,80,246,14.678,56.519,970.294,10.208,1135.756894
12,20,78,239,14.678,56.03,970.367,9.732,984.169039
12,20,78,242,14.678,56.152,970.367,9.342,870.5284851
12,20,78,246,14.678,56.519,970.294,10.201,1133.422006
12,20,60,239,14.678,56.03,970.367,9.628,952.9533529
12,20,60,242,14.678,56.152,970.367,9.104,805.6754769
12,20,60,246,14.678,56.519,970.294,10.036,1079.307899
12,20,40,239,14.678,56.03,970.367,9.339,869.6900949
12,20,40,242,14.678,56.152,970.367,8.877,746.8993084
12,20,40,246,14.678,56.519,970.294,9.689,971.1811968
12,20,20,239,14.678,56.03,970.367,8.898,752.2125966
12,20,20,242,14.678,56.152,970.367,8.4,632.8506869
12,20,20,246,14.678,56.519,970.294,8.979,772.9427221
12,20,80,240,14.8,55.786,970.514,9.71,977.5097263
1,20,80,315,14.8,75.317,975.201,11.353,1562.411084
1,20,80,312,14.8,75.806,975.055,11.93,1812.945416
3,20,80,126,14.8,19.165,964.508,12.896,2000
12,20,78,240,14.8,55.786,970.514,9.679,968.177236
1,20,78,315,14.8,75.317,975.201,11.29,1536.544787
1,20,78,312,14.8,75.806,975.055,11.861,1781.670197
3,20,78,126,14.8,19.165,964.508,12.799,2000
12,20,60,240,14.8,55.786,970.514,9.493,913.4269905
1,20,60,315,14.8,75.317,975.201,10.859,1367.202667
1,20,60,312,14.8,75.806,975.055,11.414,1587.731285
3,20,60,126,14.8,19.165,964.508,12.773,2000
12,20,40,240,14.8,55.786,970.514,9.161,820.9033861
1,20,40,315,14.8,75.317,975.201,10.005,1069.337203
1,20,40,312,14.8,75.806,975.055,10.845,1361.921471
3,20,40,126,14.8,19.165,964.508,13.268,2000
12,20,20,240,14.8,55.786,970.514,8.608,681.0361615
1,20,20,315,14.8,75.317,975.201,8.886,749.1733575
1,20,20,312,14.8,75.806,975.055,9.67,965.4789732
3,20,20,126,14.8,19.165,964.508,11.941,1817.964895
12,20,80,308,14.922,79.59,974.981,11.801,1754.768496
12,20,80,242,14.922,55.054,970.514,8.861,742.8679253
12,20,80,240,14.922,54.932,970.514,9.198,830.8901554
12,20,78,308,14.922,79.59,974.981,11.715,1716.683672
12,20,78,242,14.922,55.054,970.514,8.853,740.8576851
12,20,78,240,14.922,54.932,970.514,9.166,822.2482472
12,20,60,308,14.922,79.59,974.981,10.935,1396.110392
12,20,60,242,14.922,55.054,970.514,8.759,717.5083783
12,20,60,240,14.922,54.932,970.514,8.991,776.0458676
12,20,40,308,14.922,79.59,974.981,10.049,1083.507536
12,20,40,242,14.922,55.054,970.514,8.433,640.3386243
12,20,40,240,14.922,54.932,970.514,8.664,694.4144165
12,20,20,308,14.922,79.59,974.981,9.138,814.7359105
12,20,20,242,14.922,55.054,970.514,7.873,521.055701
12,20,20,240,14.922,54.932,970.514,8.193,587.2084036
12,20,80,306,15.044,78.735,975.055,11.4,1581.896087
12,20,80,305,15.044,78.979,975.055,11.475,1613.323576
12,20,78,306,15.044,78.735,975.055,11.29,1536.544787
12,20,78,305,15.044,78.979,975.055,11.375,1571.511682
12,20,60,306,15.044,78.735,975.055,10.563,1258.418914
12,20,60,305,15.044,78.979,975.055,10.678,1299.969453
12,20,40,306,15.044,78.735,975.055,9.709,977.2077462
12,20,40,305,15.044,78.979,975.055,9.748,989.0311251
12,20,20,306,15.044,78.735,975.055,8.845,738.8510747
12,20,20,305,15.044,78.979,975.055,8.732,710.893558
12,20,80,305,15.166,77.881,975.055,11.111,1464.612851
12,20,80,304,15.166,78.613,975.128,11.343,1558.28609
1,20,80,294,15.166,51.392,976.813,9.548,929.3956354
1,20,80,291,15.166,51.27,976.813,9.421,892.8004675
1,20,80,291,15.166,50.903,976.813,9.142,815.8062882
1,20,80,288,15.166,50.659,976.739,8.65,691.0535782
12,20,78,305,15.166,77.881,975.055,11.031,1433.204131
12,20,78,304,15.166,78.613,975.128,11.261,1524.734661
1,20,78,294,15.166,51.392,976.813,9.556,931.7337366
1,20,78,291,15.166,51.27,976.813,9.376,880.0679264
1,20,78,291,15.166,50.903,976.813,9.115,808.5994035
1,20,78,288,15.166,50.659,976.739,8.653,691.7728429
12,20,60,305,15.166,77.881,975.055,10.32,1173.55241
12,20,60,304,15.166,78.613,975.128,10.565,1259.133857
1,20,60,294,15.166,51.392,976.813,9.261,848.0804467
1,20,60,291,15.166,51.27,976.813,9.131,812.8650032
1,20,60,291,15.166,50.903,976.813,8.707,704.8050887
1,20,60,288,15.166,50.659,976.739,8.291,608.5330121
12,20,40,305,15.166,77.881,975.055,9.54,927.0614491
12,20,40,304,15.166,78.613,975.128,9.851,1020.714666
1,20,40,294,15.166,51.392,976.813,8.857,741.8623513
1,20,40,291,15.166,51.27,976.813,8.859,742.3650248
1,20,40,291,15.166,50.903,976.813,8.152,578.4367944
1,20,40,288,15.166,50.659,976.739,7.858,518.0831541
12,20,20,305,15.166,77.881,975.055,8.715,706.749601
12,20,20,304,15.166,78.613,975.128,8.991,776.0458676
1,20,20,294,15.166,51.392,976.813,8.149,577.7984215
1,20,20,291,15.166,51.27,976.813,8.134,574.6136015
1,20,20,291,15.166,50.903,976.813,7.526,455.1515642
1,20,20,288,15.166,50.659,976.739,7.468,444.7094165
1,20,80,295,15.288,50.903,976.739,9.597,943.7780708
1,20,78,295,15.288,50.903,976.739,9.613,948.5063104
